"Nom";"ISIN";"Symbole";"Place";"Maturité";"Trading Currency";"Ouvert";"Haut";"Bas";"Dernier";"Last Date/Time";"Time Zone";"Volume";"Capitaux"
"European Bonds";"";;;;;;;;;;;;
"09 Avr 2019";;;;;;;;;;;;;
"All datapoints provided as of end of last active trading day.";;;;;;;;;;;;;
"BASKT     STN0923K";"XS1396707280";"CSBQK";"Euronext Amsterdam";"2023-09-11";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"BASKT     STN0925K";"XS1396707447";"CSBPK";"Euronext Amsterdam";"2025-09-11";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"BBRETTPFRN29MAY49";"FR0000047797";;"Euronext Paris";;"EUR";"422.10";"422.10";"422.10";"422.10";"05/04/2019 16:30";"CET";"10";"4221.00"
"BCP FRNPLD";"PTBCPMOM0002";"BBCP2";"Euronext Lisbon";;"%";"82.00";"83.00";"82.00";"83.00";"12/07/2018 20:30";"BST";"16000";"13230.00"
"BCRE4.25%20MAR2020";"XS1489395357";"BCRAA";"Euronext Access Paris";"2020-03-20";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"BEFIM2.098%12MAR26";"BE0002584622";"BEF26";"Euronext Growth Brussels";"2026-03-12";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"BEFIM2.175%12APR27";"BE0002277466";"BEF27";"Euronext Growth Brussels";"2027-04-12";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"BEFIMMO FRN21APR22";"BE0002226927";;"Euronext Growth Brussels";"2022-04-21";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"BEKAER4.75%17OCT20";"BE0002206721";"BEK20";"Euronext Brussels";"2020-10-17";"%";"105.50";"105.50";"105.50";"105.50";"13/03/2019 13:35";"CET";"10000";"10550.00"
"BEL0.65%16NOV19CVC";"BEB157728283";;"Euronext Expert Market";"2019-11-16";"%";"97.00";"97.00";"97.00";"97.00";"06/12/2016 12:00";"CET";"10000";"9700.00"
"BEL0.85%16OCT19CVC";"BEB157711933";;"Euronext Expert Market";"2019-10-16";"%";"90.01";"90.01";"90.01";"90.01";"29/05/2018 12:00";"CET";"200";"180.02"
"BEL0.85%16SEP19CVC";"BEB157706909";;"Euronext Expert Market";"2019-09-16";"%";"100.00";"100.00";"100.00";"100.00";"11/09/2018 12:00";"CET";"3000";"3000.00"
"BEL0.95%16FEB22CVC";"BEB157772034";;"Euronext Expert Market";"2022-02-16";"%";"95.02";"95.02";"95.02";"95.02";"19/09/2017 12:00";"CET";"8550";"8124.21"
"BEL1.25%16AUG20CVC";"BEB157685228";;"Euronext Expert Market";"2020-08-16";"%";"102.41";"102.41";"102.41";"102.41";"05/03/2019 12:00";"CET";"2500";"2560.25"
"BEL1.35%16FEB25CVC";"BEB157772067";;"Euronext Expert Market";"2025-02-16";"%";"96.20";"96.20";"96.20";"96.20";"27/11/2018 12:00";"CET";"28000";"26936.00"
"BEL1.35%16MAR25CVC";"BEB157786893";;"Euronext Expert Market";"2025-03-16";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"BELF 1.4%1JUN19 CV";"BEB157623484";;"Euronext Expert Market";"2019-06-01";"%";"97.12";"97.12";"97.12";"97.12";"27/09/2016 12:00";"CET";"1400";"1359.68"
"BELF 1.6%1JUN20 CV";"BEB157623518";;"Euronext Expert Market";"2020-06-01";"%";"93.70";"93.70";"93.70";"93.70";"17/01/2017 12:00";"CET";"500";"468.50"
"BELF 1.7%1MAY20 CV";"BEB157601761";;"Euronext Expert Market";"2020-05-01";"%";"101.36";"101.36";"101.36";"101.36";"31/03/2015 12:00";"CET";"12000";"12163.20"
"BELF 1.8%1JUN21 CV";"BEB157623542";;"Euronext Expert Market";"2021-06-01";"%";"102.25";"102.25";"102.25";"102.25";"19/05/2015 12:00";"CET";"10000";"10225.00"
"BELF 2% 1JUN22 CV";"BEB157623575";;"Euronext Expert Market";"2022-06-01";"%";"100.00";"100.00";"100.00";"100.00";"23/10/2018 12:00";"CET";"15000";"15000.00"
"BELF 2.1%1FEB20 CV";"BEB157554192";;"Euronext Expert Market";"2020-02-01";"%";"99.00";"99.00";"99.00";"99.00";"05/03/2019 12:00";"CET";"2000";"1980.00"
"BELF 2.3%1JUN24 CV";"BEB157623633";;"Euronext Expert Market";"2024-06-01";"%";"94.51";"94.51";"94.51";"94.51";"25/10/2016 12:00";"CET";"30000";"28353.00"
"BELF 2.6%1MAR24 CV";"BEB157569083";;"Euronext Expert Market";"2024-03-01";"%";"100.01";"100.01";"100.01";"100.01";"05/02/2019 12:00";"CET";"24000";"24002.40"
"BELF0.5%16APR20CVC";"BEB157808788";;"Euronext Expert Market";"2020-04-16";"%";"90.00";"90.00";"90.00";"90.00";"22/05/2018 12:00";"CET";"200";"180.00"
"BELF0.5%16JUL20CVC";"BEB157842787";;"Euronext Expert Market";"2020-07-16";"%";"90.00";"90.00";"90.00";"90.00";"29/05/2018 12:00";"CET";"200";"180.00"
"BELF0.5%16JUN20CVC";"BEB157830220";;"Euronext Expert Market";"2020-06-16";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"BELF0.5%16MAY20CVC";"BEB157817235";;"Euronext Expert Market";"2020-05-16";"%";"90.00";"90.00";"90.00";"90.00";"29/05/2018 12:00";"CET";"200";"180.00"
"BELF0.5%1MAY20CV C";"BEB157810933";;"Euronext Expert Market";"2020-05-01";"%";"98.07";"98.07";"98.07";"98.07";"12/03/2019 12:00";"CET";"2000";"1961.40"
"BELF0.6%16APR21CVC";"BEB157808804";;"Euronext Expert Market";"2021-04-16";"%";"97.25";"97.25";"97.25";"97.25";"19/09/2017 12:00";"CET";"20750";"20179.38"
"BELF0.6%16DEC19CVC";"BEB157750493";;"Euronext Expert Market";"2019-12-16";"%";"97.33";"97.33";"97.33";"97.33";"12/03/2019 12:00";"CET";"4900";"4769.17"
"BELF0.6%16FEB20CVC";"BEB157772018";;"Euronext Expert Market";"2020-02-16";"%";"99.00";"99.00";"99.00";"99.00";"06/03/2018 12:00";"CET";"7000";"6930.00"
"BELF0.6%16JAN20CVC";"BEB157760898";;"Euronext Expert Market";"2020-01-16";"%";"90.80";"90.80";"90.80";"90.80";"02/01/2018 12:00";"CET";"3180";"2887.44"
"BELF0.6%16MAR20CVC";"BEB157786844";;"Euronext Expert Market";"2020-03-16";"%";"98.61";"98.61";"98.61";"98.61";"12/09/2017 12:00";"CET";"3000";"2958.30"
"BELF0.6%16OCT20CVC";"BEB157898458";;"Euronext Expert Market";"2020-10-16";"%";"90.00";"90.00";"90.00";"90.00";"29/05/2018 12:00";"CET";"200";"180.00"
"BELF0.6%16SEP20CVC";"BEB157887675";;"Euronext Expert Market";"2020-09-16";"%";"96.65";"96.65";"96.65";"96.65";"31/10/2017 12:02";"CET";"17000";"16430.50"
"BELF0.6%1APR20CV";"BEB157794038";;"Euronext Expert Market";"2020-04-01";"%";"95.00";"95.00";"95.00";"95.00";"30/01/2018 12:00";"CET";"18000";"17100.00"
"BELF0.6%1DEC19CV C";"BEB157750485";;"Euronext Expert Market";"2019-12-01";"%";"90.00";"90.00";"90.00";"90.00";"29/05/2018 12:00";"CET";"200";"180.00"
"BELF0.6%1FEB20CV C";"BEB157767661";;"Euronext Expert Market";"2020-02-01";"%";"93.50";"93.50";"93.50";"93.50";"22/05/2018 12:00";"CET";"200";"187.00"
"BELF0.6%1JAN20CV C";"BEB157754271";;"Euronext Expert Market";"2020-01-01";"%";"93.50";"93.50";"93.50";"93.50";"22/05/2018 12:00";"CET";"200";"187.00"
"BELF0.6%1MAR20CVC";"BEB157778890";;"Euronext Expert Market";"2020-03-01";"%";"90.00";"90.00";"90.00";"90.00";"29/05/2018 12:00";"CET";"200";"180.00"
"BELF0.6%1MAY21CV C";"BEB157810941";;"Euronext Expert Market";"2021-05-01";"%";"97.25";"97.25";"97.25";"97.25";"19/09/2017 12:00";"CET";"20000";"19450.00"
"BELF0.60%16OCT20CV";"BEB157898391";;"Euronext Expert Market";"2020-10-16";"%";"98.70";"98.70";"98.70";"98.70";"12/03/2019 12:00";"CET";"10000";"9870.00"
"BELF0.65%16NOV19CV";"BEB157728101";;"Euronext Expert Market";"2019-11-16";"%";"97.10";"97.10";"97.10";"97.10";"23/10/2018 12:00";"CET";"2500";"2427.50"
"BELF0.65%16OCT19CV";"BEB157728085";;"Euronext Expert Market";"2019-10-16";"%";"96.86";"96.86";"96.86";"96.86";"04/08/2015 12:00";"CET";"5000";"4843.00"
"BELF0.65%1DEC19CVC";"BEB157735585";;"Euronext Expert Market";"2019-12-01";"%";"96.75";"96.75";"96.75";"96.75";"10/04/2018 12:16";"CET";"15000";"14512.50"
"BELF0.65%1NOV19 CV";"BEB157728093";;"Euronext Expert Market";"2019-11-01";"%";"96.52";"96.52";"96.52";"96.52";"09/06/2015 12:00";"CET";"11000";"10617.20"
"BELF0.65%1NOV19CVC";"BEB157728275";;"Euronext Expert Market";"2019-11-01";"%";"99.50";"99.50";"99.50";"99.50";"16/10/2018 12:00";"CET";"25000";"24875.00"
"BELF0.7%16APR22CVC";"BEB157808820";;"Euronext Expert Market";"2022-04-16";"%";"91.25";"91.25";"91.25";"91.25";"01/03/2016 12:00";"CET";"50000";"45625.00"
"BELF0.75%16DEC20CV";"BEB157750345";;"Euronext Expert Market";"2020-12-16";"%";"97.90";"97.90";"97.90";"97.90";"19/06/2018 12:00";"CET";"30000";"29370.00"
"BELF0.75%16FEB21CV";"BEB157771960";;"Euronext Expert Market";"2021-02-16";"%";"95.96";"95.96";"95.96";"95.96";"31/10/2017 12:00";"CET";"10000";"9596.00"
"BELF0.75%1APR21CVC";"BEB157794103";;"Euronext Expert Market";"2021-04-01";"%";"98.25";"98.25";"98.25";"98.25";"31/10/2017 12:00";"CET";"10000";"9825.00"
"BELF0.75%1DEC20 CV";"BEB157750337";;"Euronext Expert Market";"2020-12-01";"%";"96.26";"96.26";"96.26";"96.26";"27/11/2018 12:00";"CET";"2500";"2406.50"
"BELF0.75%1JAN21CVC";"BEB157754289";;"Euronext Expert Market";"2021-01-01";"%";"99.50";"99.50";"99.50";"99.50";"19/06/2018 12:00";"CET";"6000";"5970.00"
"BELF0.85%16DEC20CV";"BEB157742581";;"Euronext Expert Market";"2020-12-16";"%";"98.50";"98.50";"98.50";"98.50";"25/09/2018 12:00";"CET";"6000";"5910.00"
"BELF0.85%16NOV20CV";"BEB157728135";;"Euronext Expert Market";"2020-11-16";"%";"98.31";"98.31";"98.31";"98.31";"25/09/2018 12:00";"CET";"7000";"6881.70"
"BELF0.85%16OCT19CV";"BEB157711875";;"Euronext Expert Market";"2019-10-16";"%";"98.00";"98.00";"98.00";"98.00";"29/01/2019 12:00";"CET";"3800";"3724.00"
"BELF0.85%16SEP19CV";"BEB157706727";;"Euronext Expert Market";"2019-09-16";"%";"98.66";"98.66";"98.66";"98.66";"30/01/2018 12:00";"CET";"5000";"4933.00"
"BELF0.85%1DEC20 CV";"BEB157735536";;"Euronext Expert Market";"2020-12-01";"%";"96.15";"96.15";"96.15";"96.15";"17/02/2015 12:00";"CET";"20000";"19230.00"
"BELF0.85%1NOV20CV";"BEB157728127";;"Euronext Expert Market";"2020-11-01";"%";"97.51";"97.51";"97.51";"97.51";"04/09/2018 12:00";"CET";"4000";"3900.40"
"BELF0.95%16DEC21CV";"BEB157750378";;"Euronext Expert Market";"2021-12-16";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"BELF0.95%16JAN22CV";"BEB157760856";;"Euronext Expert Market";"2022-01-16";"%";"97.00";"97.00";"97.00";"97.00";"20/03/2018 12:00";"CET";"26000";"25220.00"
"BELF1%1OCT20 CVC";"BEB157706941";;"Euronext Expert Market";"2020-10-01";"%";"92.50";"92.50";"92.50";"92.50";"24/11/2015 12:00";"CET";"3000";"2775.00"
"BELF1,7%16MAR20 CV";"BEB157590816";;"Euronext Expert Market";"2020-03-16";"%";"100.00";"100.00";"100.00";"100.00";"11/12/2018 12:01";"CET";"30000";"30000.00"
"BELF1.05%16AUG19CV";"BEB157685012";;"Euronext Expert Market";"2019-08-16";"%";"94.00";"94.00";"94.00";"94.00";"22/05/2018 12:00";"CET";"200";"188.00"
"BELF1.05%16NOV21CV";"BEB157728168";;"Euronext Expert Market";"2021-11-16";"%";"98.00";"98.00";"98.00";"98.00";"19/09/2017 12:00";"CET";"18000";"17640.00"
"BELF1.05%16OCT21CV";"BEB157728143";;"Euronext Expert Market";"2021-10-16";"%";"93.50";"93.50";"93.50";"93.50";"06/10/2015 12:00";"CET";"12500";"11687.50"
"BELF1.05%1NOV21CVC";"BEB157728333";;"Euronext Expert Market";"2021-11-01";"%";"99.00";"99.00";"99.00";"99.00";"13/03/2018 12:00";"CET";"8000";"7920.00"
"BELF1.05%1SEP19 CV";"BEB157685020";;"Euronext Expert Market";"2019-09-01";"%";"98.53";"98.53";"98.53";"98.53";"05/06/2018 12:00";"CET";"4000";"3941.20"
"BELF1.05%1SEP19CVC";"BEB157685202";;"Euronext Expert Market";"2019-09-01";"%";"101.80";"101.80";"101.80";"101.80";"20/03/2018 12:00";"CET";"5000";"5090.00"
"BELF1.1%16DEC22CVC";"BEB157750584";;"Euronext Expert Market";"2022-12-16";"%";"93.50";"93.50";"93.50";"93.50";"08/03/2016 12:00";"CET";"15000";"14025.00"
"BELF1.1%16JUL19 CV";"BEB157651535";;"Euronext Expert Market";"2019-07-16";"%";"98.50";"98.50";"98.50";"98.50";"18/12/2018 12:00";"CET";"4000";"3940.00"
"BELF1.1%16JUL19CVC";"BEB157651717";;"Euronext Expert Market";"2019-07-16";"%";"97.00";"97.00";"97.00";"97.00";"20/02/2018 12:00";"CET";"3000";"2910.00"
"BELF1.1%1DEC22 CVC";"BEB157750576";;"Euronext Expert Market";"2022-12-01";"%";"94.51";"94.51";"94.51";"94.51";"03/03/2015 12:00";"CET";"50000";"47255.00"
"BELF1.1%1JUL19 CV";"BEB157651527";;"Euronext Expert Market";"2019-07-01";"%";"98.00";"98.00";"98.00";"98.00";"25/09/2018 12:00";"CET";"10000";"9800.00"
"BELF1.1%1JUL19 CVC";"BEB157651709";;"Euronext Expert Market";"2019-07-01";"%";"100.00";"100.00";"100.00";"100.00";"29/08/2017 12:00";"CET";"3000";"3000.00"
"BELF1.2%16OCT21CVC";"BEB157711958";;"Euronext Expert Market";"2021-10-16";"%";"97.00";"97.00";"97.00";"97.00";"19/05/2015 12:00";"CET";"30000";"29100.00"
"BELF1.2%1SEP21CVC";"BEB157706958";;"Euronext Expert Market";"2021-09-01";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"BELF1.25%16AUG20CV";"BEB157685046";;"Euronext Expert Market";"2020-08-16";"%";"95.01";"95.01";"95.01";"95.01";"08/01/2019 12:00";"CET";"1000";"950.10"
"BELF1.25%1SEP20CVC";"BEB157685236";;"Euronext Expert Market";"2020-09-01";"%";"97.16";"97.16";"97.16";"97.16";"16/06/2015 12:00";"CET";"4000";"3886.40"
"BELF1.3%16JUL20 CV";"BEB157651568";;"Euronext Expert Market";"2020-07-16";"%";"99.75";"99.75";"99.75";"99.75";"29/08/2017 12:02";"CET";"15000";"14962.50"
"BELF1.3%16JUL20CVC";"BEB157651741";;"Euronext Expert Market";"2020-07-16";"%";"101.30";"101.30";"101.30";"101.30";"10/04/2018 12:00";"CET";"3800";"3849.40"
"BELF1.3%16JUN20CVC";"BEB157651725";;"Euronext Expert Market";"2020-06-16";"%";"102.00";"102.00";"102.00";"102.00";"27/03/2018 12:00";"CET";"20000";"20400.00"
"BELF1.35% 1DEC24 C";"BEB157750212";;"Euronext Expert Market";"2024-12-01";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"BELF1.35%16DEC24CV";"BEB157750469";;"Euronext Expert Market";"2024-12-16";"%";"92.30";"92.30";"92.30";"92.30";"26/06/2018 12:00";"CET";"30000";"27690.00"
"BELF1.35%16FEB25CV";"BEB157772000";;"Euronext Expert Market";"2025-02-16";"%";"95.01";"95.01";"95.01";"95.01";"26/02/2019 12:00";"CET";"10000";"9501.00"
"BELF1.35%16JAN25CV";"BEB157760880";;"Euronext Expert Market";"2025-01-16";"%";"91.00";"91.00";"91.00";"91.00";"18/07/2017 12:00";"CET";"50000";"45500.00"
"BELF1.35%16MAR25CV";"BEB157786836";;"Euronext Expert Market";"2025-03-16";"%";"90.25";"90.25";"90.25";"90.25";"12/04/2016 12:00";"CET";"40000";"36100.00"
"BELF1.35%1MAR25CV";"BEB157778882";;"Euronext Expert Market";"2025-03-01";"%";"93.50";"93.50";"93.50";"93.50";"22/01/2019 12:00";"CET";"20000";"18700.00"
"BELF1.4%16JUN19 CV";"BEB157628533";;"Euronext Expert Market";"2019-06-16";"%";"99.00";"99.00";"99.00";"99.00";"26/06/2018 12:22";"CET";"85023";"84172.77"
"BELF1.4%16JUN19CVC";"BEB157628590";;"Euronext Expert Market";"2019-06-16";"%";"102.50";"102.50";"102.50";"102.50";"08/01/2019 12:00";"CET";"1500";"1537.50"
"BELF1.4%16MAY19 CV";"BEB157623476";;"Euronext Expert Market";"2016-05-16";"%";"94.00";"94.00";"94.00";"94.00";"22/05/2018 12:00";"CET";"200";"188.00"
"BELF1.40%1JUN19CVC";"BEB157623666";;"Euronext Expert Market";"2019-06-01";"%";"102.56";"102.56";"102.56";"102.56";"28/11/2017 12:00";"CET";"25000";"25640.00"
"BELF1.45%16AUG21CV";"BEB157685079";;"Euronext Expert Market";"2021-08-16";"%";"94.50";"94.50";"94.50";"94.50";"01/09/2015 12:00";"CET";"25000";"23625.00"
"BELF1.5%10519CV-CA";"BEB157601811";;"Euronext Expert Market";"2019-05-01";"%";"102.51";"102.51";"102.51";"102.51";"05/03/2019 12:00";"CET";"3000";"3075.30"
"BELF1.5%16APR19 CV";"BEB157599171";;"Euronext Expert Market";"2019-04-16";"%";"100.10";"100.10";"100.10";"100.10";"27/02/2018 12:00";"CET";"15000";"15015.00"
"BELF1.5%16APR19CVC";"BEB157599296";;"Euronext Expert Market";"2019-04-16";"%";"102.00";"102.00";"102.00";"102.00";"10/07/2018 12:00";"CET";"2400";"2448.00"
"BELF1.5%16OCT24 CV";"BEB157728234";;"Euronext Expert Market";"2024-10-16";"%";"92.50";"92.50";"92.50";"92.50";"07/04/2015 12:00";"CET";"3000";"2775.00"
"BELF1.5%1DEC24CV";"BEB157735577";;"Euronext Expert Market";"2024-12-01";"%";"86.40";"86.40";"86.40";"86.40";"26/02/2019 12:00";"CET";"750";"648.00"
"BELF1.5%1MAY19 CV";"BEB157601753";;"Euronext Expert Market";"2019-05-01";"%";"97.00";"97.00";"97.00";"97.00";"12/03/2019 12:00";"CET";"6000";"5820.00"
"BELF1.55%16JUL21CV";"BEB157651592";;"Euronext Expert Market";"2021-07-16";"%";"96.15";"96.15";"96.15";"96.15";"19/02/2019 12:00";"CET";"12000";"11538.00"
"BELF1.55%1AUG21CVC";"BEB157660734";;"Euronext Expert Market";"2021-08-01";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"BELF1.55%1JUL21CVC";"BEB157651766";;"Euronext Expert Market";"2021-07-01";"%";"98.12";"98.12";"98.12";"98.12";"10/03/2015 12:00";"CET";"4200";"4121.04"
"BELF1.6%16JUN20 CV";"BEB157628541";;"Euronext Expert Market";"2020-06-16";"%";"98.00";"98.00";"98.00";"98.00";"16/10/2018 12:00";"CET";"1000";"980.00"
"BELF1.6%16JUN20CVC";"BEB157628608";;"Euronext Expert Market";"2020-06-16";"%";"100.17";"100.17";"100.17";"100.17";"06/02/2018 12:00";"CET";"5000";"5008.50"
"BELF1.6%16OCT24CVC";"BEB157711982";;"Euronext Expert Market";"2024-10-16";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"BELF1.6%16SEP24CV";"BEB157706875";;"Euronext Expert Market";"2024-09-16";"%";"93.01";"93.01";"93.01";"93.01";"03/07/2018 12:00";"CET";"3000";"2790.30"
"BELF1.60%1JUN20CVC";"BEB157623690";;"Euronext Expert Market";"2020-06-01";"%";"99.59";"99.59";"99.59";"99.59";"28/11/2017 12:00";"CET";"25000";"24897.50"
"BELF1.7%16APR20CV";"BEB157594305";;"Euronext Expert Market";"2020-04-16";"%";"98.20";"98.20";"98.20";"98.20";"27/06/2017 12:00";"CET";"10000";"9820.00"
"BELF1.7%16APR20CVC";"BEB157599312";;"Euronext Expert Market";"2020-04-16";"%";"105.00";"105.00";"105.00";"105.00";"02/10/2018 12:00";"CET";"25000";"26250.00"
"BELF1.7%16MAR20CVC";"BEB157590998";;"Euronext Expert Market";"2020-03-16";"%";"102.75";"102.75";"102.75";"102.75";"07/11/2017 12:04";"CET";"17500";"17981.26"
"BELF1.7%1APR20CV C";"BEB157591004";;"Euronext Expert Market";"2020-04-01";"%";"100.00";"100.00";"100.00";"100.00";"15/09/2015 12:00";"CET";"15000";"15000.00"
"BELF1.7%1MAY20CVC";"BEB157601829";;"Euronext Expert Market";"2020-05-01";"%";"105.40";"105.40";"105.40";"105.40";"12/02/2019 12:00";"CET";"8000";"8432.00"
"BELF1.75%1JUL22CVC";"BEB157651790";;"Euronext Expert Market";"2022-07-01";"%";"98.00";"98.00";"98.00";"98.00";"08/03/2016 12:00";"CET";"6000";"5880.00"
"BELF1.8%16JUN21CVC";"BEB157628616";;"Euronext Expert Market";"2021-06-16";"%";"93.85";"93.85";"93.85";"93.85";"02/02/2016 12:00";"CET";"10000";"9385.00"
"BELF1.80%1JUN21CVC";"BEB157623724";;"Euronext Expert Market";"2021-06-01";"%";"99.77";"99.77";"99.77";"99.77";"28/11/2017 12:01";"CET";"25000";"24942.50"
"BELF1.9%16AUG24CVC";"BEB157685343";;"Euronext Expert Market";"2024-08-16";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"BELF1.9%16MAR20 CV";"BEB157580072";;"Euronext Expert Market";"2020-03-16";"%";"99.50";"99.50";"99.50";"99.50";"05/06/2018 12:01";"CET";"31000";"30845.00"
"BELF1.9%16MAR21CVC";"BEB157591020";;"Euronext Expert Market";"2021-03-16";"%";"101.81";"101.81";"101.81";"101.81";"27/12/2016 12:00";"CET";"10000";"10181.00"
"BELF1.9%1MAR20CVC";"BEB157580080";;"Euronext Expert Market";"2020-03-01";"%";"104.50";"104.50";"104.50";"104.50";"13/03/2018 12:00";"CET";"15000";"15675.00"
"BELF2.1%16FEB20 CV";"BEB157554200";;"Euronext Expert Market";"2020-02-16";"%";"99.90";"99.90";"99.90";"99.90";"04/12/2018 12:00";"CET";"4000";"3996.00"
"BELF2.1%16FEB20CVC";"BEB157554507";;"Euronext Expert Market";"2020-02-16";"%";"105.00";"105.00";"105.00";"105.00";"22/01/2019 12:00";"CET";"1500";"1575.00"
"BELF2.1%16JAN20 CV";"BEB157554184";;"Euronext Expert Market";"2020-01-16";"%";"99.60";"99.60";"99.60";"99.60";"05/03/2019 12:00";"CET";"10000";"9960.00"
"BELF2.1%16JAN20CVC";"BEB157554481";;"Euronext Expert Market";"2020-01-16";"%";"106.76";"106.76";"106.76";"106.76";"11/12/2018 12:00";"CET";"20000";"21352.00"
"BELF2.1%16JAN21CV";"BEB157554234";;"Euronext Expert Market";"2021-01-16";"%";"100.00";"100.00";"100.00";"100.00";"13/11/2018 12:00";"CET";"8000";"8000.00"
"BELF2.1%16JAN21CVC";"BEB157554531";;"Euronext Expert Market";"2021-01-16";"%";"87.73";"87.73";"87.73";"87.73";"22/12/2015 12:00";"CET";"400";"350.92"
"BELF2.1%16MAR21CVC";"BEB157571360";;"Euronext Expert Market";"2021-03-16";"%";"96.01";"96.01";"96.01";"96.01";"22/12/2015 12:00";"CET";"9000";"8640.90"
"BELF2.1%1APR22 CV";"BEB157599221";;"Euronext Expert Market";"2022-04-01";"%";"98.00";"98.00";"98.00";"98.00";"27/11/2018 12:00";"CET";"2000";"1960.00"
"BELF2.1%1FE20CV-C";"BEB157554499";;"Euronext Expert Market";"2020-02-01";"%";"106.75";"106.75";"106.75";"106.75";"11/12/2018 12:00";"CET";"75000";"80062.50"
"BELF2.15%1JUN23 CV";"BEB157623609";;"Euronext Expert Market";"2023-06-01";"%";"102.00";"102.00";"102.00";"102.00";"19/05/2015 12:00";"CET";"10000";"10200.00"
"BELF2.3%16FEB22 CV";"BEB157554309";;"Euronext Expert Market";"2022-02-16";"%";"100.00";"100.00";"100.00";"100.00";"04/09/2018 12:00";"CET";"4000";"4000.00"
"BELF2.3%16FEB22CVC";"BEB157554606";;"Euronext Expert Market";"2022-02-16";"%";"108.00";"108.00";"108.00";"108.00";"07/08/2018 12:00";"CET";"5000";"5400.00"
"BELF2.3%16JAN22CVC";"BEB157554580";;"Euronext Expert Market";"2022-01-16";"%";"94.00";"94.00";"94.00";"94.00";"15/12/2015 12:00";"CET";"500";"470.00"
"BELF2.3%16JUN24 CV";"BEB157628582";;"Euronext Expert Market";"2024-06-16";"%";"97.10";"97.10";"97.10";"97.10";"08/01/2019 12:00";"CET";"5000";"4855.00"
"BELF2.3%16JUN24CVC";"BEB157628640";;"Euronext Expert Market";"2024-06-16";"%";"104.01";"104.01";"104.01";"104.01";"16/10/2018 12:00";"CET";"20000";"20802.00"
"BELF2.3%16MAY24CVC";"BEB157623807";;"Euronext Expert Market";"2024-05-16";"%";"100.00";"100.00";"100.00";"100.00";"28/02/2017 12:00";"CET";"26000";"26000.00"
"BELF2.3%1FEB22CV C";"BEB157554598";;"Euronext Expert Market";"2022-02-01";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"BELF2.4%16APR24 CV";"BEB157599270";;"Euronext Expert Market";"2024-04-16";"%";"96.01";"96.01";"96.01";"96.01";"24/10/2017 17:38";"CET";"6000";"5760.60"
"BELF2.4%1APR24CV C";"BEB157591129";;"Euronext Expert Market";"2024-04-01";"%";"95.00";"95.00";"95.00";"95.00";"23/01/2018 12:00";"CET";"15200";"14440.00"
"BELF2.6%16FEB24 CV";"BEB157569075";;"Euronext Expert Market";"2024-02-16";"%";"94.11";"94.11";"94.11";"94.11";"25/09/2018 12:00";"CET";"1000";"941.10"
"BELF2.6%16FEB24CVC";"BEB157569133";;"Euronext Expert Market";"2024-02-16";"%";"102.10";"102.10";"102.10";"102.10";"14/04/2015 12:00";"CET";"7000";"7147.00"
"BELF2.7%16JAN24CVC";"BEB157554689";;"Euronext Expert Market";"2024-01-16";"%";"105.00";"105.00";"105.00";"105.00";"13/03/2018 12:00";"CET";"90000";"94500.00"
"BELF2.70%1FEB24CVC";"BEB157554697";;"Euronext Expert Market";"2024-02-01";"%";"106.00";"106.00";"106.00";"106.00";"16/10/2018 12:00";"CET";"3400";"3604.00"
"BELF3.3%16JUN20C";"BEB156922945";;"Euronext Expert Market";"2020-06-16";"%";"111.01";"111.01";"111.01";"111.01";"10/05/2016 12:00";"CET";"400";"444.04"
"BELF3.8%1APR22CV C";"BEB157269692";;"Euronext Expert Market";"2022-04-01";"%";"108.31";"108.31";"108.31";"108.31";"28/04/2015 12:00";"CET";"446";"483.0626"
"BELFI0.125%14SEP26";"BE0002260298";;"Euronext Brussels";"2026-09-14";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"BELFI0.375%24OCT23";"BE0002620012";;"Euronext Brussels";"2023-10-24";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"BELFI0.375%27NOV19";"BE0002480557";;"Euronext Brussels";"2019-11-27";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"BELFI0.5%16APR20CV";"BEB157808663";;"Euronext Expert Market";"2020-04-16";"%";"97.53";"97.53";"97.53";"97.53";"20/03/2018 12:00";"CET";"5000";"4876.50"
"BELFI0.5%16JUL20CV";"BEB157842720";;"Euronext Expert Market";"2020-07-16";"%";"95.00";"95.00";"95.00";"95.00";"08/08/2017 12:02";"CET";"73000";"69350.00"
