"Nom";"ISIN";"Symbole";"Place";"Maturité";"Trading Currency";"Ouvert";"Haut";"Bas";"Dernier";"Last Date/Time";"Time Zone";"Volume";"Capitaux"
"European Bonds";"";;;;;;;;;;;;
"09 Avr 2019";;;;;;;;;;;;;
"All datapoints provided as of end of last active trading day.";;;;;;;;;;;;;
"RCIB0.50%15SEP23";"FR0013201597";"RCIBY";"Euronext Paris";"2023-09-15";"%";"97.75";"97.75";"97.75";"97.75";"22/02/2019 15:05";"CET";"8000";"7820.00"
"RCIB0.625%04MAR20";"FR0012596179";"RCIBK";"Euronext Paris";"2020-03-04";"%";"100.51";"100.51";"100.51";"100.51";"20/06/2018 11:32";"CET";"40000";"40204.00"
"RCIB0.625%10NOV21";"FR0013218153";"RCICA";"Euronext Paris";"2021-11-10";"%";"98.75";"98.75";"98.75";"98.75";"21/01/2019 11:37";"CET";"7000";"6912.50"
"RCIB0.75%12JAN22";"FR0013230737";"RCICF";"Euronext Paris";"2022-01-12";"%";"99.82";"99.82";"99.82";"99.82";"04/03/2019 11:22";"CET";"10000";"9982.00"
"RCIB1.375%08MAR24";"FR0013241361";"RCICH";"Euronext Paris";"2024-03-08";"%";"100.80";"100.80";"100.80";"100.80";"03/04/2017 09:01";"CET";"20000";"20181.10"
"RCIBA2.25%29MAR21";"XS1048519596";"RCIBB";"Euronext Paris";"2021-03-29";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RCIBA3%9MAY2019";"XS1064797126";"RCIBC";"Euronext Paris";"2019-05-09";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RCIBAN0,75%SEPT22";"FR0013283371";"RCICM";"Euronext Paris";"2022-09-26";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RCIBAN0.02%19MAR21";"FR0013332517";"RCICV";"Euronext Paris";"2021-03-19";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RCIBAN0.03%13NOV20";"FR0013381118";"RCICX";"Euronext Paris";"2020-11-13";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RCIBAN0.12%09APR20";"FR0013328887";"RCICU";"Euronext Paris";"2020-04-09";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RCIBAN0.25%12JUL21";"FR0013322120";"RCICS";"Euronext Paris";"2021-07-12";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RCIBAN1.625%MAY26";"FR0013334695";"RCICW";"Euronext Paris";"2026-05-26";"%";"99.67";"99.67";"99.67";"99.67";"03/04/2019 14:05";"CET";"1000";"996.70"
"RCIBAN1.875%8NOV22";"FR0013293883";"RCICP";"Euronext Paris";"2022-11-08";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RCIBAN2%11JUL2024";"FR0013393774";"RCICY";"Euronext Paris";"2024-07-11";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RCIBANFRN12APR2021";"FR0013250685";"RCICK";"Euronext Paris";"2021-04-12";"%";"100.95";"100.95";"100.95";"100.95";"01/11/2017 13:13";"CET";"100000";"100969.62"
"RCIBANFRN12MAR25";"FR0013322146";"RCICT";"Euronext Paris";"2025-03-12";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RCIBANFRN14MAR22";"FR0013260486";"RCICL";"Euronext Paris";"2022-03-14";"%";"98.91";"98.91";"98.91";"98.91";"26/03/2019 12:34";"CET";"8000";"7912.80"
"RCIBANFRN4NOV24";"FR0013292687";"RCICN";"Euronext Paris";"2024-11-04";"%";"92.25";"92.25";"92.25";"92.25";"17/01/2019 09:34";"CET";"100000";"92250.00"
"RCIBANFRNJAN23";"FR0013309606";"RCICR";"Euronext Paris";"2023-01-12";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RCIBANQ1.125%SEP19";"FR0012173144";"RCIBF";"Euronext Paris";"2019-09-30";"%";"102.53";"102.53";"102.53";"102.53";"02/05/2017 15:46";"CET";"4000";"4127.83"
"RCIBFRN08JUL20";"FR0013241379";"RCICG";"Euronext Paris";"2020-07-08";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RCIBQ1.25%8JUN22";"FR0012759744";"RCIBR";"Euronext Paris";"2022-06-08";"%";"102.51";"102.51";"102.51";"102.51";"05/04/2019 10:52";"CET";"3000";"3075300.00"
"RCIBQ1.375%17NOV20";"FR0013053055";"RCIBT";"Euronext Paris";"2020-11-17";"%";"102.91";"102.91";"102.91";"102.91";"29/03/2017 15:28";"CET";"35000";"36195.18"
"RCIBQ1.625%11APR25";"FR0013250693";"RCICJ";"Euronext Paris";"2025-04-11";"%";"99.35";"99.35";"99.35";"99.35";"20/09/2018 16:22";"CET";"15000";"14902.50"
"RCIBQEFRN05DEC2019";"FR0013221652";"RCICD";"Euronext Paris";"2019-12-05";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RCIBQFRN2DEC19";"FR0013221629";"RCICC";"Euronext Paris";"2019-12-02";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RCIBQUE1%17MAY2023";"FR0013169778";"RCIBW";"Euronext Paris";"2023-05-17";"%";"100.81";"100.81";"100.81";"100.81";"05/04/2019 10:43";"CET";"3000";"3024300.00"
"RCIBQUE3.125%NOV15";"XS0857439615";"RCIAV";"Euronext Paris";"2015-11-30";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REALITES9%12JUL19";"FR0011505957";"BREAL";"Euronext Growth Paris";"2019-07-12";"%";"100.50";"100.50";"100.50";"100.50";"01/04/2019 16:30";"CET";"3000";"3015.00"
"REC2.25-4%17DEC19";"BER00003GEQ6";;"Euronext Expert Market";"2019-12-17";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RECO0.5-1.5%4SEP21";"BER000041C15";;"Euronext Expert Market";"2021-09-04";"%";"94.00";"94.00";"94.00";"94.00";"13/06/2017 12:00";"CET";"100000";"94000.00"
"RECO0.75-2%18JUN20";"BER0000402Y7";;"Euronext Expert Market";"2020-06-18";"%";"98.00";"98.00";"98.00";"98.00";"02/04/2019 12:00";"CET";"40000";"39200.00"
"RECO0.75-2%30APR20";"BER00003Z9L4";;"Euronext Expert Market";"2020-04-30";"%";"98.75";"98.75";"98.75";"98.75";"28/08/2018 12:00";"CET";"12000";"11850.00"
"RECO1-2.25%4NOV19";"BER00003UZP4";;"Euronext Expert Market";"2019-11-04";"%";"95.50";"95.50";"95.50";"95.50";"28/08/2018 12:00";"CET";"10000";"9550.00"
"RECO2-4.5%28NOV23";"BER00003MY28";;"Euronext Expert Market";"2023-11-28";"%";"88.00";"88.00";"88.00";"88.00";"29/12/2015 12:00";"CET";"3000";"2640.00"
"RECO4.25%7APR21CAP";"BER00002YEX7";;"Euronext Expert Market";"2021-04-07";"%";"110.61";"110.61";"110.61";"110.61";"22/12/2015 12:00";"CET";"1000";"1106.10"
"RECOR1-2.5%21AUG25";"BER000041617";;"Euronext Expert Market";"2025-08-21";"%";"93.50";"93.50";"93.50";"93.50";"06/03/2018 12:00";"CET";"5000";"4675.00"
"RECOR4.25%1MAY21 C";"BER00002Z7J3";;"Euronext Expert Market";"2021-05-01";"%";"117.00";"117.00";"117.00";"117.00";"16/02/2016 12:00";"CET";"300";"351.00"
"RECOR4.25%3MAY21 C";"BER00002ZFB7";;"Euronext Expert Market";"2021-05-03";"%";"110.40";"110.40";"110.40";"110.40";"30/12/2014 12:00";"CET";"7560";"8346.24"
"RECORD FRN 1OCT19";"BER00003TRP3";;"Euronext Expert Market";"2019-10-01";"%";"99.00";"99.00";"99.00";"99.00";"21/08/2018 12:00";"CET";"20000";"19800.00"
"RECORD FRN 8OCT19";"BER00003TWP3";;"Euronext Expert Market";"2019-10-08";"%";"95.90";"95.90";"95.90";"95.90";"23/02/2016 12:00";"CET";"1300";"1246.70"
"RECORD0.4%29SEP22";"BER000047T28";;"Euronext Expert Market";"2022-09-29";"%";"95.00";"95.00";"95.00";"95.00";"28/08/2018 12:00";"CET";"10000";"9500.00"
"RECORD0.6%29APR19C";"BER000044JH3";;"Euronext Expert Market";"2019-04-29";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RECORD1-2%5MAR20";"BER00003YH25";;"Euronext Expert Market";"2020-03-05";"%";"96.50";"96.50";"96.50";"96.50";"13/06/2017 12:00";"CET";"25000";"24125.00"
"RECORD1-3%16JUL22";"BER000040KN7";;"Euronext Expert Market";"2022-07-16";"%";"98.50";"98.50";"98.50";"98.50";"21/08/2018 12:00";"CET";"10000";"9850.00"
"RECORD1.3%13JAN20";"BER00003WB64";;"Euronext Expert Market";"2020-01-13";"%";"98.76";"98.76";"98.76";"98.76";"05/03/2019 12:00";"CET";"6000";"5925.60"
"RECORD1.3%22DEC19";"BER00003VZ59";;"Euronext Expert Market";"2019-12-22";"%";"99.00";"99.00";"99.00";"99.00";"26/02/2019 12:00";"CET";"65000";"64350.00"
"RECORD1.6%17NOV19";"BER00003V3L1";;"Euronext Expert Market";"2019-11-17";"%";"98.00";"98.00";"98.00";"98.00";"13/06/2017 12:00";"CET";"25000";"24500.00"
"RECORD1.6%1DEC19";"BER00003V4Y2";;"Euronext Expert Market";"2019-12-01";"%";"99.20";"99.20";"99.20";"99.20";"05/03/2019 12:00";"CET";"8000";"7936.00"
"RECORD1.6%26NOV19";"BER00003V5I2";;"Euronext Expert Market";"2019-11-26";"%";"97.50";"97.50";"97.50";"97.50";"13/06/2017 12:00";"CET";"25000";"24375.00"
"RECORD1.6%4NOV19";"BER00003UZQ2";;"Euronext Expert Market";"2019-11-04";"%";"98.00";"98.00";"98.00";"98.00";"27/06/2017 12:00";"CET";"1000";"980.00"
"RECORD1.9%13AUG19";"BER00003SUU9";;"Euronext Expert Market";"2019-08-13";"%";"100.98";"100.98";"100.98";"100.98";"13/06/2017 12:00";"CET";"100000";"100980.00"
"RECORD1.9%28AUG21";"BER00003T714";;"Euronext Expert Market";"2021-08-28";"%";"96.00";"96.00";"96.00";"96.00";"05/03/2019 12:00";"CET";"8000";"7680.00"
"RECORD2-3%12APR19";"BER00003QQN6";;"Euronext Expert Market";"2019-04-12";"%";"101.12";"101.12";"101.12";"101.12";"16/05/2017 12:00";"CET";"20000";"20224.00"
"RECORD2-3%17APR19";"BER00003QRR5";;"Euronext Expert Market";"2019-04-17";"%";"100.20";"100.20";"100.20";"100.20";"23/01/2018 12:00";"CET";"16000";"16032.00"
"RECORD2-3%28APR19";"BER00003QXH4";;"Euronext Expert Market";"2019-04-28";"%";"102.09";"102.09";"102.09";"102.09";"24/11/2015 12:00";"CET";"25000";"25522.50"
"RECORD2-4.5%2DEC23";"BER00003MVR6";;"Euronext Expert Market";"2023-12-02";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RECORD2.2%29NOV20";"BER00003N1J9";;"Euronext Expert Market";"2020-11-29";"%";"100.51";"100.51";"100.51";"100.51";"13/06/2017 12:00";"CET";"100000";"100510.00"
"RECORD2.25%6AUG21";"BER00003L265";;"Euronext Expert Market";"2021-08-06";"%";"102.05";"102.05";"102.05";"102.05";"13/06/2017 12:00";"CET";"50000";"51025.00"
"RECORD2.6%17APR24";"BER00003QTT7";;"Euronext Expert Market";"2024-04-17";"%";"95.57";"95.57";"95.57";"95.57";"27/10/2015 12:00";"CET";"2000";"1911.40"
"RECORD2.8%26FEB23C";"BER00003I7R6";;"Euronext Expert Market";"2023-02-26";"%";"104.50";"104.50";"104.50";"104.50";"06/09/2016 12:00";"CET";"17500";"18287.50"
"RECORD3%24AUG19";"BER00003E1E1";;"Euronext Expert Market";"2019-08-24";"%";"102.50";"102.50";"102.50";"102.50";"13/06/2017 12:00";"CET";"50000";"51250.00"
"RECORD3.3%21SEP19";"BER00003ELB8";;"Euronext Expert Market";"2019-09-21";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RECORD3.3%29SEP19";"BER00003ELP8";;"Euronext Expert Market";"2019-09-29";"%";"98.00";"98.00";"98.00";"98.00";"31/07/2018 12:00";"CET";"75000";"73500.00"
"RECORD4%15NOV20CAP";"BER00002U8M0";;"Euronext Expert Market";"2020-11-15";"%";"111.15";"111.15";"111.15";"111.15";"22/09/2015 12:00";"CET";"1300";"1444.95"
"RECORD4%16NOV20";"BER00002UCU5";;"Euronext Expert Market";"2020-11-16";"%";"102.10";"102.10";"102.10";"102.10";"16/12/2014 12:00";"CET";"5200";"5309.20"
"RECORD4%18NOV20";"BER00002U9P1";;"Euronext Expert Market";"2020-11-18";"%";"101.00";"101.00";"101.00";"101.00";"16/12/2014 12:00";"CET";"2550";"2575.50"
"RECORD4%18OCT21C";"BER000033L63";;"Euronext Expert Market";"2021-10-18";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RECORD4%1FEB21";"BER00002WA33";;"Euronext Expert Market";"2021-02-01";"%";"96.93";"96.93";"96.93";"96.93";"22/12/2015 12:00";"CET";"1010";"978.99"
"RECORD4%20JAN21";"BER00002W5W3";;"Euronext Expert Market";"2021-01-20";"%";"101.70";"101.70";"101.70";"101.70";"30/12/2014 12:00";"CET";"1200";"1220.40"
"RECORD4%21MAR22C";"BER00003A888";;"Euronext Expert Market";"2022-03-21";"%";"122.00";"122.00";"122.00";"122.00";"03/10/2017 12:00";"CET";"10000";"12200.00"
"RECORD4%2JUL21";"BER000031A76";;"Euronext Expert Market";"2021-07-02";"%";"101.01";"101.01";"101.01";"101.01";"31/03/2015 12:00";"CET";"1235";"1247.47"
"RECORD4%4JAN21";"BER00002VX11";;"Euronext Expert Market";"2021-01-04";"%";"103.00";"103.00";"103.00";"103.00";"16/12/2014 12:00";"CET";"2710";"2791.30"
"RECORD4%4MAR21";"BER00002XF03";;"Euronext Expert Market";"2021-03-04";"%";"101.30";"101.30";"101.30";"101.30";"31/03/2015 12:00";"CET";"1300";"1316.90"
"RECORD4.00%9JAN2C";"BER000037ZW2";;"Euronext Expert Market";"2022-01-09";"%";"107.01";"107.01";"107.01";"107.01";"09/08/2016 12:00";"CET";"12500";"13376.25"
"RECORD4.15%27JUN21";"BER0000311B8";;"Euronext Expert Market";"2021-06-27";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RECORD4.25%16JUN21";"BER000030Q12";;"Euronext Expert Market";"2021-06-16";"%";"103.00";"103.00";"103.00";"103.00";"16/12/2014 12:00";"CET";"3200";"3296.00"
"RECORD4.25%17MAY21";"BER00002ZZR1";;"Euronext Expert Market";"2021-05-17";"%";"102.60";"102.60";"102.60";"102.60";"30/12/2014 12:00";"CET";"1240";"1272.24"
"RECORD4.25%19APR21";"BER00002Z4C5";;"Euronext Expert Market";"2021-04-19";"%";"102.50";"102.50";"102.50";"102.50";"26/05/2015 12:00";"CET";"2200";"2255.00"
"RECORD4.25%1JUL21";"BER000030TM1";;"Euronext Expert Market";"2021-07-01";"%";"101.30";"101.30";"101.30";"101.30";"22/09/2015 12:00";"CET";"1300";"1316.90"
"RECORD4.25%1JUN21";"BER0000303V3";;"Euronext Expert Market";"2021-06-01";"%";"102.00";"102.00";"102.00";"102.00";"26/05/2015 12:00";"CET";"1550";"1581.00"
"RECORD4.25%24MAY21";"BER0000303D1";;"Euronext Expert Market";"2021-05-24";"%";"102.60";"102.60";"102.60";"102.60";"30/12/2014 12:00";"CET";"1080";"1108.08"
"RECORD4.25%4JUL21";"BER000030V64";;"Euronext Expert Market";"2021-07-04";"%";"103.10";"103.10";"103.10";"103.10";"16/02/2016 12:00";"CET";"680";"701.08"
"RECORD4.25%5JUN21";"BER000030A36";;"Euronext Expert Market";"2021-06-05";"%";"101.11";"101.11";"101.11";"101.11";"29/09/2015 12:00";"CET";"800";"808.88"
"RECORD4.25%5MAY21";"BER00002ZD11";;"Euronext Expert Market";"2021-05-05";"%";"103.61";"103.61";"103.61";"103.61";"16/02/2016 12:00";"CET";"2200";"2279.42"
"RECORD4.25%7APR21";"BER00002YEW9";;"Euronext Expert Market";"2021-04-07";"%";"100.00";"100.00";"100.00";"100.00";"26/05/2015 12:00";"CET";"1100";"1100.00"
"RECORDFRN10FEB21";"BER000043DU1";;"Euronext Expert Market";"2021-02-10";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RECORDFRN1MAR21";"BER000043P26";;"Euronext Expert Market";"2021-03-01";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REFER 4,25%13DEC21";"PTCPEDOM0000";"BCPED";"Euronext Lisbon";"2021-12-13";"%";"111.20";"111.20";"111.20";"111.20";"08/05/2018 20:30";"BST";"50000";"2780000000.00"
"REFER4,047%16NOV26";"PTCPECOM0001";"BCPEC";"Euronext Lisbon";"2026-11-16";"%";"109.75";"109.75";"109.75";"109.75";"18/02/2015 16:30";"BST";"50000";"55407.21"
"REFER4,675%16OCT24";"PTCPEJOM0004";"BCPEJ";"Euronext Lisbon";"2024-10-16";"%";"121.29";"121.29";"121.29";"121.29";"04/04/2018 15:30";"BST";"50000";"60645.00"
"REGBRE0.105%3NOV22";"FR0013292943";"RBAM";"Euronext Paris";"2022-11-03";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REGBRE0.145%JAN23";"FR0013292950";"RBAN";"Euronext Paris";"2023-01-23";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REGBRE0.145%MAR34";"FR0013411881";"RBAU";"Euronext Paris";"2024-03-29";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REGBRE0.443%4MAY24";"FR0013331535";"RBAQ";"Euronext Paris";"2024-05-04";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REGBRE1.061%MAY28";"FR0013331618";"RBAR";"Euronext Paris";"2028-05-04";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REGBRE1.11%MAY34";"FR0013411162";"RBAT";"Euronext Paris";"2034-05-25";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REGBRE1.343%6NOV31";"FR0013292927";"RBAO";"Euronext Paris";"2031-11-06";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REGBRE1.378%NOV33";"FR0013380847";"RBAS";"Euronext Paris";"2033-11-15";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REGBRE1.411%2MAY35";"FR0013331543";"RBAP";"Euronext Paris";"2035-05-02";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REGHDF1,449%MAY28";"FR0013252624";"RHFAA";"Euronext Paris";"2028-05-24";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REGHDF1,521%MAY29";"FR0013252632";"RHFAB";"Euronext Paris";"2029-05-24";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REGHDF3.25%13MAY38";"FR0011470913";"NPCAB";"Euronext Paris";"2038-05-13";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REGHDF3.42%01OCT24";"FR0011332014";"NPCAA";"Euronext Paris";"2024-10-01";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REGIDF2.25%JUN2023";"FR0011512193";"IDFL";"Euronext Paris";"2023-06-10";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REGIDF2.594%MAR28";"FR0011458736";"IDFJ";"Euronext Paris";"2025-03-28";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REGIDF4.50%23AVR19";"FR0010748731";"IDFA";"Euronext Paris";"2019-04-23";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REGPACA0.85%NOV27";"FR0013381415";"PACBB";"Euronext Paris";"2027-11-22";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REGPACA1,547%NOV38";"FR0013298908";"PACAW";"Euronext Paris";"2038-11-29";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REGPACA1,574%JUN37";"FR0013336690";"PACAX";"Euronext Paris";"2037-06-08";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REGPACA1.292%SEP33";"FR0013359296";"PACBA";"Euronext Paris";"2033-09-14";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REGPACA1.296%JUL34";"FR0013348760";"PACAZ";"Euronext Paris";"2034-07-17";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REGPACA1.323%OCT31";"FR0013291101";"PACAV";"Euronext Paris";"2031-10-30";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REGPACA1.46%3OCT36";"FR0013366945";"PACAY";"Euronext Paris";"2036-10-03";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RELI1.1015%13FEB26";"FR0012522316";"RLIAC";"Euronext Paris";"2026-02-13";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RELIM3.5%11JUL22";"FR0011285485";"RLIAB";"Euronext Paris";"2022-07-11";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REMYCO2.945%FEB25";"FR0012584381";"RCOAA";"Euronext Paris";"2025-02-27";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REMYCOINT4%13AUG23";"BE0002204700";;"Euronext Brussels";"2023-08-13";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"REN FRN16JAN20";"PTRELKOM0008";"BRELK";"Euronext Lisbon";"2020-01-16";"%";"105.00";"105.00";"105.00";"105.00";"01/04/2016 20:30";"BST";"200000";"211996.36"
"RENAUL3.125%5MAR21";"FR0011769090";"RNOBU";"Euronext Paris";"2021-03-05";"%";"105.02";"105.02";"105.02";"105.02";"30/11/2018 12:48";"CET";"15000";"15753.00"
"RENAULT1%18APR24";"FR0013329315";"RNOBY";"Euronext Paris";"2024-04-18";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RENAULT1%28NOV25";"FR0013299435";"RNOBX";"Euronext Paris";"2025-11-28";"%";"97.51";"97.51";"97.51";"97.51";"03/04/2019 09:57";"CET";"525000";"511927.50"
"RENAULT1%8MAR2023";"FR0013240835";"RNOBW";"Euronext Paris";"2023-03-08";"%";"100.75";"100.75";"100.75";"100.75";"05/07/2017 16:14";"CET";"2000";"2021.63"
"RENAULT2%28SEP2026";"FR0013368206";"RNOBZ";"Euronext Paris";"2026-09-28";"%";"100.70";"100.70";"100.70";"100.70";"11/02/2019 15:24";"CET";"100000";"100700.00"
"RENAULTPFRN24OCT49";"FR0000140014";"RNL";"Euronext Paris";;"EUR";"585.11";"593.99";"585.01";"593.99";"08/04/2019 14:45";"CET";"34";"20097.60"
"RESA1%22JUL26";"BE0002256254";"RES26";"Euronext Growth Brussels";"2026-07-22";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RESA1.65%22JUL31";"BE0002255249";"RES31";"Euronext Growth Brussels";"2031-07-22";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RESA1.95%22JUL36";"BE0002254234";"RES36";"Euronext Growth Brussels";"2036-07-22";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RESFF2.625%29DEC25";"XS1039826422";"RFBN";"Euronext Paris";"2025-12-29";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RESFF3.54%01FEB53";"XS0874790305";"RFBA";"Euronext Paris";"2053-02-01";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RESFFR4,250%7OCT26";"XS0611783928";"RFAD";"Euronext Paris";"2026-10-07";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RESFFR6%12OCT20";"FR0000483075";;"Euronext Paris";"2020-10-12";"%";"118.92";"118.92";"118.92";"118.92";"31/01/2012 16:30";"CET";"50000";"60394.43"
"RESFFRZC01JUL2036";"XS0640925706";"RFAE";"Euronext Paris";"2036-07-01";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RESIDE4.5%18FEB23";"FR0013071644";"REIB";"Euronext Paris";"2023-02-18";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RESIDE5.2%23OCT19";"FR0011594704";"REIA";"Euronext Paris";"2019-10-23";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RESPARC 7.5%PLD";"DE0009842542";;"Euronext Amsterdam";;"%";"35.48";"35.49";"35.48";"35.49";"25/02/2019 14:11";"CET";"2000";"709.70"
"RFF2.195%22OCT2035";"XS1124857324";"RFCH";"Euronext Paris";"2035-10-22";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RFF2.50%24OCT2023";"XS0984032309";"RFBI";"Euronext Paris";"2023-10-24";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RFF3.125%25OCT2028";"XS0985666436";"RFBJ";"Euronext Paris";"2028-10-25";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RFF3.221%25APR45";"XS1061429632";"RFBS";"Euronext Paris";"2045-04-25";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RFF3.234%25APR2047";"XS1061430051";"RFBT";"Euronext Paris";"2047-04-25";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RFF3.25%FRN9DEC33";"XS0997536502";"RFBK";"Euronext Paris";"2033-12-09";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RFF3.30%18DEC2042";"XS0866276800";"RFAS";"Euronext Paris";"2042-12-18";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RFF3.38%JUN2063";"XS0939098363";"RFBC";"Euronext Paris";"2063-06-04";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RFF3.5%12FEB2064";"XS1032200419";"RFBX";"Euronext Paris";"2064-02-12";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RFF4.08%16JAN62";"XS0728944132";"RFAN";"Euronext Paris";"2062-01-16";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RFF4.125%22MAR62";"XS0757586267";"RFAL";"Euronext Paris";"2062-03-22";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RFF4.2%19MAY2044";"XS1069350418";"RFBY";"Euronext Paris";"2044-05-19";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RFF5%30MAR2032";"XS0765449995";"RFAM";"Euronext Paris";"2032-03-30";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RFFCMSFRN23APR32";"XS0772617022";"RFAO";"Euronext Paris";"2032-04-23";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RFFFRN07JUN2032";"XS0786018415";"RFAR";"Euronext Paris";"2032-06-07";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RFFFRN13FEB2042";"XS0741933823";"RFAI";"Euronext Paris";"2042-02-13";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RFFFRN19SEP2044";"XS1109454345";"RFCC";"Euronext Paris";"2044-09-19";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RFFFRN25JAN30";"XS0479694175";"RFAU";"Euronext Paris";"2030-01-25";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RFFFRN26DEC2031";"XS0865108715";"RFAT";"Euronext Paris";"2031-12-26";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RFFFRN4JUN2034";"XS1072806778";"RFCA";"Euronext Paris";"2034-06-04";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RGE3.75%29MAR22";"FR0011217603";"RCAAA";"Euronext Paris";"2022-03-29";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RGEST1,888%10OCT19";"FR0010379180";;"Euronext Paris";"2019-10-10";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RHDF4,411%22DEC23";"FR0010697516";;"Euronext Paris";"2023-12-22";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RO PRIV EQ    0%20";"XS0239558819";;"Euronext Amsterdam";;"%";"14.48";"14.48";"14.48";"14.48";"05/04/2019 11:30";"CET";"35000";"5068000.00"
"ROCCIT1.37%26SEP33";"FR0013367778";"ROCAB";"Euronext Paris";"2033-09-26";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RPAYLOI0.52%3APR28";"FR0013411865";"LOIYG";"Euronext Paris";"2028-04-03";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"RPAYLOI1.20%OCT35";"FR0013406626";"LOIYF";"Euronext Paris";"2035-03-15";"%";"-";"-";"-";"-";"-";"-";"-";"-"
